"Published Date",Outlet,Headline,"Contextual Snippet",URL,"Media Type",Classification,Sentiment,Language,"Translated Language",AVE(USD),Impressions,"Domain Authority","Word Count",Duration,Continent,Country,Province/State,County,City
04/29/2025,"Lietuvos rytas","Planų dėl būsto įsigijimo didžioji dalis vilniečių nekeičia: ieškos didesnio ir energiškai efektyvesnio","...pirkti buvo būtent išskirtine gamta pasižyminti projekto lokacija bei kuriama poilsio ir laisvalaikio infrastruktūra“, – sako „Darnu Group“ ekspertas.

Bendrovės „Darnu Group“ užsakymu tyrimą vykdė „Spinter tyrimai“. Reprezentatyvioje apklausoje daly...","https://www.lrytas.lt/bustas/nekilnojamasis-turtas/2025/04/29/news/planu-del-busto-isigijimo-didzioji-dalis-vilnieciu-nekeicia-ieskos-didesnio-ir-energiskai-efektyvesnio-37621083",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,683,,Europe,Lithuania,,,Vilnius
04/24/2025,Naujienugidas,"Teismas nusprendė už statybos defektus Paupyje „Darnu Group“ gaus 0,45 mln. eurų","eurų nekilnojamojo turto (NT) plėtros bendrovei „Darnu Group“ už statybos defektus jos vystytame kvartale „Paupys“ Vilniuje, nusprendė Lietuvos Aukščiausiasis Teismas (LAT). LAT balandžio 17 dieną netenkinus „Darnu Group“ įmonės „DG Paupio verslo nam...","https://www.naujienugidas.lt/teismas-nusprende-uz-statybos-defektus-paupyje-darnu-group-gaus-0-45-mln-euru-172976.html",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,67,,Europe,Lithuania,,,
04/24/2025,Alfa.lt,"Beveik pusė milijono dėl statybos broko Paupyje – „Darnu Group“ pergalė teisme","eurų nekilnojamojo turto (NT) plėtros bendrovei „Darnu Group“ už statybos defektus jos vystytame kvartale „Paupys“ Vilniuje, nusprendė Lietuvos Aukščiausiasis Teismas (LAT).

LAT balandžio 17 dieną netenkinus „Darnu Group“ įmonės „DG Paupio verslo na...","http://ct.moreover.com/?a=56568374175&p=1lk&v=1&x=fNnVXB9dRQrL1hab5jD6zg",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,6235.05,249402,55,533,,Europe,Lithuania,,,Vilnius
04/24/2025,Naujienugidas,"LAT: „PST Group“ ir „Ergo“ turi atlyginti „Darnu Group“ 0,45 mln. eurų už statybas Paupyje","eurų nekilnojamojo turto (NT) plėtros bendrovei „Darnu Group“ už statybos defektus jos vystytame kvartale „Paupys“ Vilniuje, nusprendė Lietuvos Aukščiausiasis Teismas (LAT).","https://www.naujienugidas.lt/lat-pst-group-ir-ergo-turi-atlyginti-darnu-group-0-45-mln-euru-uz-statybas-paupyje-172804.html",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,38,,Europe,Lithuania,,,
04/24/2025,"Madeinvilnius - Nekilnojamas turtas","Teismas nusprendė už statybos defektus Paupyje „Darnu Group“ gaus 0,45 mln. eurų","eurų nekilnojamojo

turto (NT) plėtros bendrovei „Darnu Group“ už statybos defektus jos vystytame kvartale „Paupys“ Vilniuje, nusprendė Lietuvos Aukščiausiasis Teismas (LAT).

LAT balandžio 17 dieną netenkinus „Darnu Group“ įmonės „DG Paupio verslo n...","https://madeinvilnius.lt/verslas/nekilnojamas-turtas/teismas-nusprende-uz-statybos-defektus-paupyje-darnu-group-gaus-045-mln-euru/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,522,,Europe,Lithuania,,,
04/24/2025,"Lietuvos Nacionalinis Radijas ir Televizija (LRT)","LAT: „PST Group“ ir „Ergo“ turi atlyginti „Darnu Group“ 0,45 mln. eurų už statybas Paupyje","eurų nekilnojamojo turto (NT) plėtros bendrovei „Darnu Group“ už statybos defektus jos vystytame kvartale „Paupys“ Vilniuje, nusprendė Lietuvos Aukščiausiasis Teismas (LAT).

LAT balandžio 17 dieną netenkinus „Darnu Group“ įmonės „DG Paupio verslo na...","https://www.lrt.lt/naujienos/verslas/4/2544909/lat-pst-group-ir-ergo-turi-atlyginti-darnu-group-0-45-mln-euru-uz-statybas-paupyje",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,35688.3,1427532,70,516,,Europe,Lithuania,,,Vilnius
04/24/2025,15min.lt,"LAT: „PST Group“ ir „Ergo“ turi atlyginti „Darnu Group“ 0,45 mln. eurų už statybas Paupyje","eurų nekilnojamojo turto (NT) plėtros bendrovei „Darnu Group“ už statybos defektus jos vystytame kvartale „Paupys“ Vilniuje, nusprendė Lietuvos Aukščiausiasis Teismas (LAT).

LAT balandžio 17 dieną netenkinus „Darnu Group“ įmonės „DG Paupio verslo na...","https://www.15min.lt/verslas/naujiena/finansai/lat-pst-group-ir-ergo-turi-atlyginti-darnu-group-045-mln-euru-uz-statybas-paupyje-662-2437140",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,31955.78,1278231,74,516,,Europe,Lithuania,,,Vilnius
04/22/2025,"Delfi Lietuva","„Darnu Group“ plėtojamas „Sakų“ rajonas – populiariausias sostinėje: pirkėjai išsiilgo gamtos privalumų","...deramai įveiklintos žaliosios erdvės, yra viena esminių kokybiško gyvenimo mieste dedamųjų, turinčių milžinišką paklausą“, – sako „Darnu Group“ atstovas.

Jis priduria, kad siekiant ne tik atskleisti, bet ir išsaugoti projektą supančią unikalią aplin...","https://www.delfi.lt/bustas/nt-rinka/darnu-group-pletojamas-saku-rajonas-populiariausias-sostineje-pirkejai-issiilgo-gamtos-privalumu-120102944",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,43660.4,1746416,78,435,,Europe,Lithuania,,,Vilnius
04/22/2025,"Lietuvos rytas","„Darnu Group“ plėtojamas „Sakų“ rajonas – populiariausias sostinėje: pirkėjai išsiilgo gamtos privalumų","...viešoji, susisiekimo infrastruktūra“, – pažymi M.Čiplys.Beveik pusė pirmo etapo butų – parduotiPirmame „Sakų“ projekto etape „Darnu Group“ pirkėjams pasiūlė iš viso 306 butus mažaaukštės statybos pastatuose. Beveik pusė (138) pasiūlytų butų – parduot...","http://ct.moreover.com/?a=56551099189&p=1lk&v=1&x=w9hXU8o2dzIcsgaXVslvRA",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,426,,Europe,Lithuania,,,Vilnius
04/22/2025,"Lietuvos rytas","„Darnu Group“ plėtojamas „Sakų“ rajonas – populiariausias sostinėje: pirkėjai išsiilgo gamtos privalumų","...viešoji, susisiekimo infrastruktūra“, – pažymi M.Čiplys.Beveik pusė pirmo etapo butų – parduotiPirmame „Sakų“ projekto etape „Darnu Group“ pirkėjams pasiūlė iš viso 306 butus mažaaukštės statybos pastatuose. Beveik pusė (138) pasiūlytų butų – parduot...","http://ct.moreover.com/?a=56551099172&p=1lk&v=1&x=yv6bNc7cqBGOx7HlK3sInw",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,426,,Europe,Lithuania,,,Vilnius
04/21/2025,Naujienugidas,"„Sakų“ rajonas – populiariausias sostinėje","Sostinės aukštos klasės nekilnojamojo turto pardavimų augimas pirminėje rinkoje pirmąjį šių metų ketvirtį demonstravo net 5,9 karto siekusį augimą (lyginant su tuo pačiu laikotarpiu pernai). Šio segmento rezultatams reikšmingos įtakos turėjo „Darnu G...","https://www.naujienugidas.lt/saku-rajonas-populiariausias-sostineje-171492.html",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,69,,Europe,Lithuania,,,
04/21/2025,Bilis,"Stebinantys Vilnelės faktai: laukinė upė miesto centre, gyvenimą pradėjusi Vilniaus širdyje","...gyvenančių bendruomenių dėmesį apie neigiamą žmogaus poveikį aplinkai bei paskatinti gyventi tvariau“, – akcentuoja Egidijus Sys, „Darnu Group“ rinkodaros ir komunikacijos projektų vadovas. Iš viso „Darnu Group“ įsteigtas „Darnių iniciatyvų paramos f...","https://bilis.lt/gyvenimas/naujienos/stebinantys-vilneles-faktai-laukine-upe-miesto-centre-gyvenima-pradejusi-vilniaus-sirdyje-889889",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,,,,594,,Europe,Lithuania,,,
04/21/2025,"Madeinvilnius - Nekilnojamas turtas","„Sakų“ rajonas – populiariausias sostinėje","...deramai įveiklintos žaliosios erdvės, yra viena esminių kokybiško gyvenimo mieste dedamųjų, turinčių milžinišką paklausą“, – sako „Darnu Group“ atstovas.

Jis priduria, kad siekiant ne tik atskleisti, bet ir išsaugoti projektą supančią unikalią aplin...","https://madeinvilnius.lt/verslas/nekilnojamas-turtas/saku-rajonas-populiariausias-sostineje/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,438,,Europe,Lithuania,,,
04/16/2025,Bernardinai.lt,"„Auksinio scenos kryžiaus“ laureatė L. Kvašytė: „Kliautis mada ir iš jos maitintis yra blogas sprendimas“","Mados dizainerės ir tyrėjos Liucijos Kvašytės paroda „SustainabilityTM“. Rasos Baltrimaitės nuotrauka

Kalbant su jumis neįmanoma išvengti tvarumo temos ir kritikos jai. Žinau, kad vietoje žodžio „tvaru“ esate linkusi vartoti „darnu“ – kuo skiriasi š...","https://www.bernardinai.lt/auksinio-scenos-kryziaus-laureate-l-kvasyte-kliautis-mada-ir-is-jos-maitintis-yra-blogas-sprendimas/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,3666.6,146664,44,2547,,Europe,Lithuania,,,Vilnius
04/15/2025,"Jūsų Panevėžys","„Hanner“ – trečioji pašalinta iš Rūdninkų karinio miestelio antro etapo konkurso","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad, be „Hanner“, į Rūdninkų karinio miestelio antro etapo konkursą, nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamoj...","http://ct.moreover.com/?a=56496497085&p=1lk&v=1&x=zI-kiRq4GTjz3im7b1B2Ow",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,1266.65,50666,34,244,,Europe,Lithuania,,,Panev?žys
04/15/2025,Madeinvilnius,"Kodėl Vilniuje būstas brangsta mažiau, nei kituose miestuose?","...Group“ (330 būstų 4-iuose projektuose), „ Eika “ (228 būstai 6-iuose projektuose), „Citus“ (197 būstai 6-iuose projektuose) ir „Darnu Group“ (172 būstai 3-uose projektuose).

Kaune ir Klaipėdoje plėtotojų susidomėjimo bei naujo būsto pasiūlos – nepal...","https://madeinvilnius.lt/verslas/nekilnojamas-turtas/kodel-vilniuje-bustas-brangsta-maziau-nei-kituose-miestuose/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,433,,Europe,Lithuania,,,
04/14/2025,"Lietuvos rytas","Žiniasklaida: „Hanner“ nebuvo pakviesta dalyvauti Rūdninkų miestelio konkurso antrame etape","...nacionalinio saugumo reikalavimus bei specifinius verslo kriterijus“.

Portalo teigimu, „Hanner“ kaip ir NT plėtros bendrovė „Darnu Group“ buvo laikomos Rūdninkų karinio miestelio atrankos favoritėmis.

Tačiau „Darnu Group“ taip pat patvirtino, kad t...","https://www.lrytas.lt/bustas/nekilnojamasis-turtas/2025/04/14/news/ziniasklaida-hanner-nebuvo-pakviesta-dalyvauti-rudninku-miestelio-konkurso-antrame-etape-37353465",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,212,,Europe,Lithuania,,,Vilnius
04/14/2025,"Delfi Lietuva","СМИ: компания Hanner не была приглашена во второй этап тендера на строительство Руднинкайского городка","...при отборе участников строительства Руднинкайского военного городка считались компания Hanner, а также девелоперская компания Darnu Group.

Однако Darnu Group также подтвердила, что ей не было предложено подавать заявку, сославшись на осуждение одног...","https://www.delfi.lt/ru/news/economy/smi-kompaniya-hanner-ne-byla-priglashena-vo-vtoroy-etap-tendera-na-stroitelstvo-rudninkayskogo-gorodka-120101508",ONLINE_NEWS,,POSITIVE,Russian,,43660.4,1746416,78,368,,Europe,Lithuania,,,Vilnius
04/14/2025,"Kauno diena","„Hanner“ nebuvo pakviesta dalyvauti šio projekto konkurso antrame etape","...nacionalinio saugumo reikalavimus bei specifinius verslo kriterijus“.

Portalo teigimu, „Hanner“ kaip ir NT plėtros bendrovė „Darnu Group“ buvo laikomos Rūdninkų karinio miestelio atrankos favoritėmis.

Tačiau „Darnu Group“ taip pat patvirtino, kad t...","http://ct.moreover.com/?a=56488010727&p=1lk&v=1&x=Ij3_jvFoioz1kyeyTDx_LQ",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,228.0,9120,36,194,,Europe,Lithuania,,,Kaunas
04/14/2025,Diena,"„Hanner“ nebuvo pakviesta dalyvauti šio projekto konkurso antrame etape","...nacionalinio saugumo reikalavimus bei specifinius verslo kriterijus“.

Portalo teigimu, „Hanner“ kaip ir NT plėtros bendrovė „Darnu Group“ buvo laikomos Rūdninkų karinio miestelio atrankos favoritėmis.

Tačiau „Darnu Group“ taip pat patvirtino, kad t...","http://ct.moreover.com/?a=56488004531&p=1lk&v=1&x=bIOr4D9aimA7qNdUfcWb7A",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,10073.45,402938,59,194,,Europe,Lithuania,,,Vilnius
04/14/2025,"Kauno diena","„Hanner“ nebuvo pakviesta dalyvauti šio projekto konkurso antrame etape","...nacionalinio saugumo reikalavimus bei specifinius verslo kriterijus“.

Portalo teigimu, „Hanner“ kaip ir NT plėtros bendrovė „Darnu Group“ buvo laikomos Rūdninkų karinio miestelio atrankos favoritėmis.

Tačiau „Darnu Group“ taip pat patvirtino, kad t...","https://m.kauno.diena.lt/naujienos/verslas/imoniu-pulsas/hanner-nebuvo-pakviesta-dalyvauti-sio-projekto-konkurso-antrame-etape-1220441",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,228.0,9120,36,213,,Europe,Lithuania,,,Kaunas
04/14/2025,Klaipeda.diena,"„Hanner“ nebuvo pakviesta dalyvauti šio projekto konkurso antrame etape","...nacionalinio saugumo reikalavimus bei specifinius verslo kriterijus“.

Portalo teigimu, „Hanner“ kaip ir NT plėtros bendrovė „Darnu Group“ buvo laikomos Rūdninkų karinio miestelio atrankos favoritėmis.

Tačiau „Darnu Group“ taip pat patvirtino, kad t...","https://m.klaipeda.diena.lt/naujienos/verslas/imoniu-pulsas/hanner-nebuvo-pakviesta-dalyvauti-sio-projekto-konkurso-antrame-etape-1220441",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,215,,Europe,Lithuania,,,
04/14/2025,"Madeinvilnius - Vilniaus rinka","Iš Rūdninkų karinio miestelio antro etapo konkurso pašalinta „Hanner“","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad, be „Hanner“, į Rūdninkų karinio miestelio antro etapo konkursą, nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamoj...","https://madeinvilnius.lt/verslas/vilniaus-rinka/is-rudninku-karinio-miestelio-antro-etapo-konkurso-pasalinta-hanner/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,253,,Europe,Lithuania,,,
04/14/2025,Etaplius.lt,"„Hanner“ – trečioji bendrovė, pašalinta iš Rūdninkų karinio miestelio antro etapo konkurso","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad be „Hanner“ į Rūdninkų karinio miestelio antro etapo konkursą nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamojoje","http://ct.moreover.com/?a=56487892254&p=1lk&v=1&x=FeYukYfTLOxrzL8E9ExngQ",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,,,,245,,Europe,Lithuania,,,
04/14/2025,"Delfi Lietuva","Žiniasklaida: „Hanner“ nebuvo pakviesta dalyvauti Rūdninkų miestelio konkurso antrame etape","...nacionalinio saugumo reikalavimus bei specifinius verslo kriterijus“.

Portalo teigimu, „Hanner“ kaip ir NT plėtros bendrovė „Darnu Group“ buvo laikomos Rūdninkų karinio miestelio atrankos favoritėmis.

Tačiau „Darnu Group“ taip pat patvirtino, kad t...","https://www.delfi.lt/verslas/verslas/ziniasklaida-hanner-nebuvo-pakviesta-dalyvauti-rudninku-miestelio-konkurso-antrame-etape-120101492",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,43660.4,1746416,78,216,,Europe,Lithuania,,,Vilnius
04/14/2025,"Lietuvos Nacionalinis Radijas ir Televizija (LRT)","„Hanner“ – trečioji pašalinta iš Rūdninkų karinio miestelio antro etapo konkurso","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad, be „Hanner“, į Rūdninkų karinio miestelio antro etapo konkursą, nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamoj...","https://www.lrt.lt/naujienos/verslas/4/2536048/hanner-trecioji-pasalinta-is-rudninku-karinio-miestelio-antro-etapo-konkurso",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,35688.3,1427532,70,245,,Europe,Lithuania,,,Vilnius
04/14/2025,"TV3 Lithuania","„Hanner“ – trečioji pašalinta iš Rūdninkų karinio miestelio antro etapo konkurso","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad, be „Hanner“, į Rūdninkų karinio miestelio antro etapo konkursą, nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamoj...","https://www.tv3.lt/naujiena/verslas/hanner-trecioji-pasalinta-is-rudninku-karinio-miestelio-antro-etapo-konkurso-n1411987",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,19590.08,783603,63,271,,Europe,Lithuania,,,Vilnius
04/14/2025,Alfa.lt,"„Hanner“ – trečioji bendrovė, pašalinta iš Rūdninkų karinio miestelio antro etapo konkurso","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad be „Hanner“ į Rūdninkų karinio miestelio antro etapo konkursą nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamojoje","https://www.alfa.lt/verslas/verslo-naujienos/hanner-trecioji-bendrove-pasalinta-is-rudninku-karinio-miestelio-antro-etapo-konkurso/-40355865",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,6235.05,249402,55,224,,Europe,Lithuania,,,Vilnius
04/14/2025,15min.lt,"„Hanner“ – trečioji pašalinta iš Rūdninkų karinio miestelio antro etapo konkurso","Avulis.

„Verslo žinios“ praėjusią savaitę rašė, kad, be „Hanner“, į Rūdninkų karinio miestelio antro etapo konkursą, nebuvo pakviestos ir bendrovės „Darnu Group“ – dėl vienos iš grupės akcininkių „MG grupės“ atžvilgiu priimto nuosprendžio baudžiamoj...","https://www.15min.lt/verslas/naujiena/finansai/hanner-trecioji-pasalinta-is-rudninku-karinio-miestelio-antro-etapo-konkurso-662-2430926",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,31955.78,1278231,74,245,,Europe,Lithuania,,,Vilnius
04/11/2025,"Vilniaus Kraštas - Amp","„Paupio turguje“ lankytojus kviečia trys nauji restoranai","Vysto savo restoraną, kurio centre – garsus šefas

Be naujų į „Paupio turgaus“ gretas prisijungiančių vardų, virtuvių įvairovę papildys ir pačios UAB „DG Horeca“ (UAB „Darnu Group“ priklausančios viešbučių ir maitinimo veiklų valdytojos) kuriamas res...","https://vilniauskrastas.lt/paupio-turguje-lankytojus-kviecia-trys-nauji-restoranai/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,381,,Europe,Lithuania,,,
04/10/2025,Naujienugidas,"„Paupio turgus“ lankytojus kviečia į tris naujus restoranus","Nekilnojamojo turto bendrovės „Darnu Group“ valdomas „ Paupio turgus “ pristato naujus vardus – prie maisto gurmanų pamėgtos erdvės jungiasi trys restoranai.

Vieną iš jų – pagal Meksikos ir Lotynų Amerikos virtuvės koncepciją kuriamą „Padre duos pip...","https://www.naujienugidas.lt/paupio-turgus-lankytojus-kviecia-i-tris-naujus-restoranus-166704.html",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,49,,Europe,Lithuania,,,
04/10/2025,"Verslo Idėjos ","„Paupio turgus“ lankytojus kviečia į tris naujus restoranus","...Vilniumi švęsime Šaltibarščių festivalį ir atidarysime vasaros sezoną“, – planais dalijasi įmonės atstovė.

Praėjusiais metais „ Darnu Group “ valdomos gastronominės erdvės „Paupio turgus“ nuomininkų apyvarta siekė 7,3 mln. eurų ir sulaukė 1,4 mln. l...","https://versloidejos.lt/verslo-naujienos-is-lietuvos-ir-pasaulio/paupio-turgus-lankytojus-kviecia-i-tris-naujus-restoranus/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,690,,Europe,Lithuania,,,
