"Published Date",Outlet,Headline,"Contextual Snippet",URL,"Media Type",Classification,Sentiment,Language,"Translated Language",AVE(USD),Impressions,"Domain Authority","Word Count",Duration,Continent,Country,Province/State,County,City
04/16/2025,"Delfi Latvia","Рижская дума выкупит несколько земельных участков возле аэропорта и передаст их государству","...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером Sirin Development предприятие Cella Investment 3. Оба этих предприятия входят в зарегистрированный в Литве холдинг ME Holdin...","http://ct.moreover.com/?a=56509569178&p=1lk&v=1&x=5pzCi8I9RjKMRNlljElBFQ",ONLINE_NEWS,,POSITIVE,Russian,,26902.8,1076112,83,607,,Europe,Latvia,,,Riga
04/16/2025,Telegraf,"Рижская дума выкупит у инвестора земельные участки у Рижского аэропорта и передаст их государству","...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером ""Sirin Development"" предприятие ООО ""Cella Investment 3"". Оба этих предприятия входят в зарегистрированный в Литве холдинг ""...","https://telegraf.lv/vse-novosti/item/9180443-rizhskaya-duma-vykupit-u-investora-zemelnye-uchastki-u-rizhskogo-aeroporta-i-peredast-ikh-gosudarstvu",ONLINE_NEWS,,POSITIVE,Russian,,101.55,4062,53,602,,Europe,Latvia,,,Riga
04/16/2025,LSM.lv,"Рига выкупит и передаст государству «скандальную» землю у аэропорта — дума","...часть из 22 участков, которые в апреле 2022-го были проданы на аукционе и достались в итоге фирме Cella investment 3, связанной с Sirin Development и, соответственно, с зарегистрированным в Литве холдингом ME Holding NT.

Утверждается, что за счет ут...","http://ct.moreover.com/?a=56509522482&p=1lk&v=1&x=lIKgKvaRSII2Lv60vTrOuQ",ONLINE_NEWS,,NEUTRAL,Russian,,785.85,31434,80,346,,Europe,Latvia,,,Riga
04/16/2025,"BB News","Рижская дума передумала: город выкупит проданные куски земли вокруг Рижского аэропорта","...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером ""Sirin Development"" предприятие ООО ""Cella Investment 3"". Оба этих предприятия входят в зарегистрированный в Литве холдинг ""...","http://ct.moreover.com/?a=56509510045&p=1lk&v=1&x=tVVqMaiN565rErBiTYYiqQ",ONLINE_NEWS,,POSITIVE,Russian,,7787.5,311500,53,582,,Europe,Latvia,,,Riga
04/16/2025,Mixnews.lv,"Рижская Дума за 2 млн евро выкупает у литовцев спорные земли вокруг аэропорта «Rīga»","...на аукционе 14 апреля 2022 года. За 5,7 миллиона евро их приобрела компания SIA «Cella investment 3», связанная с девелопером «Sirin Development».

Обе эти компании входят в холдинговую компанию «ME Holding NT», зарегистрированную в Литве.

Это позво...","https://mixnews.lv/latviya/2025/04/16/rizhskaya-duma-za-2-mln-evro-vykupaet-u-litovtsev-spornye-zemli-vokrug-aeroporta-riga/",ONLINE_NEWS,,POSITIVE,Russian,,50288.08,2011523,63,601,,Europe,Latvia,,,Riga
04/16/2025,Valgamaalane,"Рижская дума выкупит земельные участки у аэропорта; они будут переданы государству","...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером Sirin Development предприятие Cella Investment 3. Оба этих предприятия входят в зарегистрированный в Литве холдинг ME Holdin...","http://ct.moreover.com/?a=56509438056&p=1lk&v=1&x=IShB2rds-NpDbPDPhPi1NQ",ONLINE_NEWS,,POSITIVE,Russian,,29.68,1187,72,618,,Europe,Estonia,,,
04/16/2025,TVNET,"Рижская дума выкупит земельные участки у аэропорта; они будут переданы государству","...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером Sirin Development предприятие Cella Investment 3. Оба этих предприятия входят в зарегистрированный в Литве холдинг ME Holdin...","https://rus.tvnet.lv/8231686/rizhskaya-duma-vykupit-zemelnye-uchastki-u-aeroporta-oni-budut-peredany-gosudarstvu",ONLINE_NEWS,,POSITIVE,Russian,,20507.25,820290,67,612,,Europe,Latvia,,,Riga
04/16/2025,"Press LV","Рижская дума выкупит у инвестора земельные участки у Рижского аэропорта и передаст их государству","...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером ""Sirin Development"" предприятие ООО ""Cella Investment 3"". Оба этих предприятия входят в зарегистрированный в Литве холдинг ""...","http://ct.moreover.com/?a=56509387585&p=1lk&v=1&x=ak8V6YdbgLuq_L-tv7LOng",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,,,,582,,Europe,Latvia,,,
04/16/2025,"Aprinkis.lv - Sabiedrība","Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi","https://www.aprinkis.lv/index.php/sabiedriba/pasvaldibas/60581-rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,,,,541,,Europe,Latvia,,,
04/16/2025,"Baltic News Network","Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju “Sirin Development” saistītais uzņēmums SIA “Cella investment 3”. Abi šie uzņēmumi","https://bnn.lv/rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij-57065",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,359.93,14397,57,524,,Europe,Latvia,,,
04/16/2025,Liepajniekiem.lv,"Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju “Sirin Development” saistītais uzņēmums SIA “Cella investment 3”. Abi šie uzņēmumi","https://www.liepajniekiem.lv/zinas/sabiedriba/latvija/rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij/",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,2405.63,96225,42,541,,Europe,Latvia,,,Liep?ja
04/16/2025,"Neatkarīgā Rīta Avīze","Rīgas dome par 2,3 miljoniem eiro atpirks no investora zemes gabalus pie Rīgas lidostas","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi","https://nra.lv/latvija/riga/488733-rigas-dome-par-2-3-miljoniem-eiro-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas.htm",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,9961.03,398441,55,541,,Europe,Latvia,,,Riga
04/16/2025,Diena,"Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi","https://www.diena.lv/raksts/latvija/riga/rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij-14334640",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,2236.45,89458,62,541,,Europe,Latvia,,,Riga
04/16/2025,"Dienas Bizness","Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi","http://ct.moreover.com/?a=56509124833&p=1lk&v=1&x=vLLFo1uJtAbDE9KQHjGC9A",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,1830.95,73238,59,542,,Europe,Latvia,,,Riga
04/16/2025,TVNET,"Rīgas dome atpirks zemes gabalus pie Rīgas lidostas; tie tiks nodoti valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi","https://www.tvnet.lv/8231652/rigas-dome-atpirks-zemes-gabalus-pie-rigas-lidostas-tie-tiks-nodoti-valstij",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,20507.25,820290,67,541,,Europe,Latvia,,,Riga
04/16/2025,Apollo.lv,"Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi","http://ct.moreover.com/?a=56509115700&p=1lk&v=1&x=iPkgmoPWfVrc6jUH9EwR-Q",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,9197.77,367911,55,541,,Europe,Latvia,,,Riga
04/16/2025,LSM.lv,"Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij","aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi ietilpst Lietuvā reģistrētajā holdingā ""ME Holding NT"".

Tādējādi tik...","https://www.lsm.lv/raksts/zinas/ekonomika/16.04.2025-rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij.a595798/",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,785.85,31434,80,570,,Europe,Latvia,,,Riga
04/16/2025,"TV6 Skaties","Latvijā Rīgas dome no investora atpirks zemes gabalus pie lidostas un nodos tos valstij","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju “Sirin Development” saistītais uzņēmums SIA “Cella investment 3”. Abi šie uzņēmumi","http://ct.moreover.com/?a=56509059463&p=1lk&v=1&x=O7QIybDiEwwhcpKRFoIU5A",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,,,,379,,Europe,Latvia,,,
04/16/2025,Kinnisvarauudised.ee,"Sirin Developmenti Eesti suurim arendus ehitatakse Vaelasse","Sirin Development plaanib Vaelasse rajada kuni 130 000 ruutmeetri suuruse logistikapargi.
Foto: Sirin Development

„Eestil on strateegiliselt oluline asukoht, mis teeb temast olulise osa Balti regioonis toimuvatest logistikaprotsessidest. Usume, et E...","http://ct.moreover.com/?a=56505646844&p=1lk&v=1&x=kar68rQZpin7TemdpXIjGg",ONLINE_NEWS,,"NOT AVAILABLE",Estonian,,,,,115,,Europe,Estonia,,,
04/15/2025,"Tron Weekly News","Best Crypto Presales – 3 New Crypto Projects with Massive Potential","Crypto influencers like Sirin Erdem are already discussing SUBBD’s prospects on X. If the team can keep up this early momentum, SUBBD might be another one of the best crypto presales to invest in.

Visit SUBBD Presale","http://ct.moreover.com/?a=56499700307&p=1pe&v=1&x=SKMuFRs9XVUPnHLxhcE23g",ONLINE_NEWS,,POSITIVE,English,,15492.0,619680,57,727,,Europe,Estonia,,,
04/15/2025,"Delfi Latvia","""Venipak"" atvēris savu lielāko loģistikas termināli Baltijā","Jaunā termināļa projektu izstrādāja ""Sirin Development"". Objekts izbūvēts atbilstoši A++ energoefektivitātes standartiem un apvieno gan sūtījumu šķirošanas operācijas, gan administratīvās telpas. Teritorijā ierīkotās uzlādes stacijas elektrotransport...","https://www.delfi.lv/bizness/37264250/biznesa_vide/120068984/venipak-atveris-savu-lielako-logistikas-terminali-baltija",ONLINE_NEWS,,"NOT AVAILABLE",Latvian,,26902.8,1076112,83,343,,Europe,Latvia,,,Riga
04/15/2025,"The Baltic Times","Venipak opens its largest logistics terminal in the Baltics, located in Kaunas","The new terminal project was developed by ""Sirin Development"". The facility, built to A++ energy efficiency standards, houses both parcel sorting operations and administrative offices. The site includes electric vehicle charging stations and signific...","https://www.baltictimes.com/venipak_opens_its_largest_logistics_terminal_in_the_baltics__located_in_kaunas/",ONLINE_NEWS,,POSITIVE,English,,696.1,27844,63,567,,Europe,Estonia,,,
04/15/2025,Etaplius,"Naujame „Sirin Development“ logistikos terminale Kaune įsikūrė „Venipak“","Naujame „Venipak“ Kauno terminale dirba apie 250 darbuotojų.

„Sirin Development“ komentare BNS nurodė, jog „Venipak“ užima beveik pusę naujojo terminalo Kaune patalpų, kitoje dalyje veikia keli smulkesni nuomininkai, taip pat derimasi dėl likusio la...","https://www.etaplius.lt/naujiena/naujame-sirin-development-logistikos-terminale-kaune-isikure-venipak-356275",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,,,,247,,Europe,Lithuania,,,
04/15/2025,Alfa.lt,"Naujame „Sirin Development“ logistikos terminale Kaune įsikūrė „Venipak“","Naujame „Venipak“ Kauno terminale dirba apie 250 darbuotojų.

„Sirin Development“ komentare BNS nurodė, jog „Venipak“ užima beveik pusę naujojo terminalo Kaune patalpų, kitoje dalyje veikia keli smulkesni nuomininkai, taip pat derimasi dėl likusio la...","http://ct.moreover.com/?a=56498151415&p=1lk&v=1&x=dALP9LXjtWZgoLe_ILFjNg",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,6235.05,249402,55,283,,Europe,Lithuania,,,Vilnius
04/15/2025,15min.lt,"Naujame „Sirin Development“ logistikos terminale Kaune įsikūrė „Venipak“","Statybų bendrovės „Sirin Development“ pastatytame logistikos terminale Kaune, šalia magistralės Kaunas–Klaipėda, įsikūrė Baltijos šalyse ir Lenkijoje veikianti tarptautinė siuntų grupė „Venipak“.

Planuojama, kad naujame siuntų rūšiavimo terminale ap...","https://www.15min.lt/verslas/naujiena/finansai/naujame-sirin-development-logistikos-terminale-kaune-isikure-venipak-662-2431868",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,31955.78,1278231,74,213,,Europe,Lithuania,,,Vilnius
04/15/2025,Kaunieciams,"„Venipak” atidarė naują logistikos terminalą Kaune","Naujojo terminalo projektą vystė bendrovė „Sirin Development”. A++ energetinės klasės pastate įkurtas siuntų rūšiavimo terminalas ir administracinės patalpos. Teritorijoje įrengtos elektromobilių krovimo stotelės, kelis kartus didesnėse administracin...","https://kaunieciams.lt/venipak-atidare-nauja-logistikos-terminala-kaune/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,479,,Europe,Lithuania,,,
04/15/2025,"Verslo žinios","Kaune atidarytas didžiausias „Venipak“ logistikos terminalas","Naujojo terminalo projektą vystė bendrovė „Sirin Development“. A++ energetinės klasės pastate įkurtas siuntų rūšiavimo terminalas ir administracinės patalpos. Teritorijoje įrengtos elektromobilių krovimo stotelės, kelis kartus didesnėse administracin...","http://ct.moreover.com/?a=56496814630&p=1lk&v=1&x=_JtOwCRqcxxRJPpASO3Z9g",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,20470.8,818832,59,535,,Europe,Lithuania,,,Vilnius
04/15/2025,Alfa.lt,"Didžiausias 2025-ųjų biurų nuomos sandoris Vilniuje: į verslo centrą „Hero“ keliasi advokatų kontora „COBALT“","...mokesčių ir verslo konsultacijų bendrovė „PwC“ ir vienas didžiausių logistikos nekilnojamojo turto vystytojų Baltijos šalyse „Sirin Development“. Čia taip pat planuojamas platus paslaugų paketas – „Hero“ centre veiks du restoranai, kavinė, „Sapiegos ...","http://ct.moreover.com/?a=56496656567&p=1lk&v=1&x=_EQCZlkGdd-sAxGktI1eXw",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,6235.05,249402,55,518,,Europe,Lithuania,,,Vilnius
04/15/2025,15min.lt,"„Venipak“ atidarė naują logistikos terminalą Kaune: taps didžiausiu bendrovės terminalu","Naujojo terminalo projektą vystė bendrovė „Sirin Development“. A++ energetinės klasės pastate įkurtas siuntų rūšiavimo terminalas ir administracinės patalpos. Teritorijoje įrengtos elektromobilių krovimo stotelės, kelis kartus didesnėse administracin...","https://www.15min.lt/verslas/naujiena/bendroves/venipak-atidare-nauja-logistikos-terminala-kaune-taps-didziausiu-bendroves-terminalu-663-2431730",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,31955.78,1278231,74,343,,Europe,Lithuania,,,Vilnius
04/14/2025,"Kaunas.kasvyksta.lt - Kultūra","Spektaklį Baltijos šalyse pristatęs A. Špilevojus: gyvename laikais, kai tiltus turime ne griauti, o kurti","Kai kūrybinių patirčių agentūra „Salto“ mane pakvietė kurti spektaklį, jam buvo numatyta konkreti vieta – nekilnojamojo turto vystytojų „SIRIN Development“ logistikos angarai Latvijoje ir Estijoje. Baltijos šalių jungtis, šio regiono vienybė įkvėpė i...","https://kaunas.kasvyksta.lt/2025/04/14/kultura/spektakli-baltijos-salyse-pristates-a-spilevojus-gyvename-laikais-kai-tiltus-turime-ne-griauti-o-kurti/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,,,,924,,Europe,Lithuania,,,
04/12/2025,"Delfi Lietuva","Spektaklį Baltijos šalyse pristatęs Špilevojus: gyvename laikais, kai tiltus turime ne griauti, o kurti","Kai kūrybinių patirčių agentūra „Salto“ mane pakvietė kurti spektaklį, jam buvo numatyta konkreti vieta – nekilnojamojo turto vystytojų „SIRIN Development“ logistikos angarai Latvijoje ir Estijoje. Baltijos šalių jungtis, šio regiono vienybė įkvėpė i...","https://www.delfi.lt/kultura/naujienos/spektakli-baltijos-salyse-pristates-spilevojus-gyvename-laikais-kai-tiltus-turime-ne-griauti-o-kurti-120101172",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,43660.4,1746416,78,896,,Europe,Lithuania,,,Vilnius
04/11/2025,"Lietuvos naujienų agentūra (ELTA)","Į verslo centrą „Hero“ keliasi „COBALT“ – viena iš teisės paslaugų lyderių Baltijos šalyse","...mokesčių ir verslo konsultacijų bendrovė „PwC“ ir vienas didžiausių logistikos nekilnojamojo turto vystytojų Baltijos šalyse „Sirin Development“. Čia taip pat planuojamas platus paslaugų paketas – „Hero“ centre veiks du restoranai, kavinė, „Sapiegos ...","http://ct.moreover.com/?a=56466785902&p=1lk&v=1&x=3GcVvW2ecEpLrc8HXRe8Aw",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,158.58,6343,44,503,,Europe,Lithuania,,,Vilnius
04/11/2025,"Madeinvilnius - Vilniaus rinka","Į verslo centrą „Hero“ keliasi „COBALT“","...mokesčių ir verslo konsultacijų bendrovė „PwC“ ir vienas didžiausių logistikos nekilnojamojo turto vystytojų Baltijos šalyse „Sirin Development“. Čia taip pat planuojamas platus paslaugų paketas – „Hero“ centre veiks du restoranai , kavinė, „Sapiegos...","https://madeinvilnius.lt/verslas/vilniaus-rinka/i-verslo-centra-hero-keliasi-cobalt/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,506,,Europe,Lithuania,,,
04/10/2025,"Verslo Idėjos  - Verslo vikingai","Į verslo centrą „Hero“ keliasi „COBALT“ – viena iš teisės paslaugų lyderių Baltijos šalyse","...mokesčių ir verslo konsultacijų bendrovė „PwC“ ir vienas didžiausių logistikos nekilnojamojo turto vystytojų Baltijos šalyse „Sirin Development“. Čia taip pat planuojamas platus paslaugų paketas – „Hero“ centre veiks du restoranai, kavinė, „Sapiegos ...","https://versloidejos.lt/verslo-naujienos-is-lietuvos-ir-pasaulio/i-verslo-centra-hero-keliasi-cobalt-viena-is-teises-paslaugu-lyderiu-baltijos-salyse/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,541,,Europe,Lithuania,,,
04/10/2025,Litas.lt,"Į verslo centrą „Hero“ keliasi „COBALT“ – viena iš teisės paslaugų lyderių Baltijos šalyse","...mokesčių ir verslo konsultacijų bendrovė „PwC“ ir vienas didžiausių logistikos nekilnojamojo turto vystytojų Baltijos šalyse „Sirin Development“. Čia taip pat planuojamas platus paslaugų paketas – „Hero“ centre veiks du restoranai, kavinė, „Sapiegos ...","https://www.litas.lt/i-verslo-centra-hero-keliasi-cobalt-viena-is-teises-paslaugu-lyderiu-baltijos-salyse/",ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,12.5,500,27,510,,Europe,Lithuania,,,
