Published Date,Author,Outlet,Headline,Contextual Snippet,URL,Sentiment,AVE(USD),Impressions,Country
4/30/2025,,Kinnisvarauudised.ee,1Partner hakkab haldama SIRINi Eesti varasid,"1Partner Advisory hakkab haldama Tallinna külje all avatud SIRIN Park Tänassilma logistikaparki, mis on esimene samm Leedu suurarendaja SIRIN Development kavast investeerida järgmise viie aasta jooksul üle 120 miljoni euro kaasaegsete logistikaparkid...",https://www.kinnisvarauudised.ee/uudised/2025/04/30/1partner-hakkab-haldama-sirini-eesti-varasid,NOT AVAILABLE,,,Estonia
4/28/2025,"Autori: Matīss Arnicāns LTV ""De facto"" vadītājs un pētnieks",LSM.lv,«Uzņēmēji nepaliks parādā»: RD bijušā departamenta vadītāja Vaivoda tiesā atklājas kukuļošanas virtuve,"Lietuvas investors ""Sirin Development"", kurš 2022. gadā par 5,7 miljoniem eiro iegādājās zemi izsolē, prasīs atlīdzināt radušos zaudējumus.

Pēc lietas uzsākšanas dome Vaivodu no amata atstādināja un vēlāk sākās tiesāšanās par viņa atlaišanu ar pretp...",http://ct.moreover.com/?a=56600982243&p=1lk&v=1&x=j12qP3gI7AR7HKxjTkYGbA,NOT AVAILABLE,785.85,31434.0,Latvia
4/27/2025,"Autori: Matīss Arnicāns LTV ""De facto"" vadītājs un pētnieks",LSM.lv,«Uzņēmēji nepaliks parādā»: RD bijušā darbinieka Vaivoda tiesā atklājas kukuļošanas virtuve,"Lietuvas investors ""Sirin Development"", kurš 2022. gadā par 5,7 miljoniem eiro iegādājās zemi izsolē, prasīs atlīdzināt radušos zaudējumus.

Pēc lietas uzsākšanas dome Vaivodu no amata atstādināja un vēlāk sākās tiesāšanās par viņa atlaišanu ar pretp...",http://ct.moreover.com/?a=56597594724&p=1lk&v=1&x=PzCLLiEk7OsJxcmUBg2QZg,NOT AVAILABLE,785.85,31434.0,Latvia
4/24/2025,Anu Jõgi,Ehitaja,Eften hakkab Leedus vanadekodusid ehitama,"Leedu kinnisvaraarendaja Sirin Development avas 3. aprillil ainulaadse rahvusvahelise kunstisündmusega ametlikult Tänassilmas valminud 14 000 m² suuruse logistikapargi “Sirin Park Tänassilma“.

Viimasel kvartalil tuli Eesti välja kümme kvartalit kest...",https://www.ehitusuudised.ee/uudised/2025/04/23/eften-hakkab-leedus-vanadekodusid-ehitama,NOT AVAILABLE,245.65,9826.0,Estonia
4/22/2025,,15min.lt,"Spektaklį Baltijos šalyse pristatęs Aleksandras Špilevojus: „Gyvename laikais, kai tiltus turime ne griauti, o kurti“","...kūrybinių patirčių agentūra „Salto“ mane pakvietė kurti spektaklį, jam buvo numatyta konkreti vieta – nekilnojamojo turto vystytojų „SIRIN Development“ logistikos angarai Latvijoje ir Estijoje. Baltijos šalių jungtis, šio regiono vienybė įkvėpė ir ta...",https://www.15min.lt/kultura/naujiena/teatras/spektakli-baltijos-salyse-pristates-aleksandras-spilevojus-gyvename-laikais-kai-tiltus-turime-ne-griauti-o-kurti-283-2435898,NOT AVAILABLE,31955.78,1278231.0,Lithuania
4/17/2025,kinnisvarauudised.ee,Kinnisvarauudised.ee,YIT võttis Kristiine uuel kortermajal sarikapärja maha,", 09:26

Hiljuti oma Tänassilma esimese logistikakeskuse avanud Leedu logistikaparkide arendaja Sirin Development avas Laoseis 2025 konverentsil lähemalt ka oma tulevikuplaanide tausta: kui palju räägitud Tänassilma parki plaanitakse rajada ligi 41 0...",http://ct.moreover.com/?a=56515155854&p=1lk&v=1&x=E5Rn0tM3cHTdMwyU8al_Nw,NOT AVAILABLE,,,Estonia
4/16/2025,,Freecity.lv,Рига выкупит и передаст государству «скандальную» землю у аэропорта,"...часть из 22 участков, которые в апреле 2022-го были проданы на аукционе и достались в итоге фирме Cella investment 3, связанной с Sirin Development и, соответственно, с зарегистрированным в Литве холдингом ME Holding NT.

Утверждается, что за счет ут...",https://freecity.lv/biznes/98717/,NEGATIVE,164.68,6587.0,Latvia
4/16/2025,Preses relīze,Notepad.lv,"Venipak atver lielāko loģistikas termināli Baltijā, kas izvietots Kauņā","Jaunā termināļa projektu izstrādāja Sirin Development. Objekts, kas izbūvēts atbilstoši A++ energoefektivitātes standartiem, apvieno gan sūtījumu šķirošanas operācijas, gan administratīvās telpas. Teritorijā ierīkotās uzlādes stacijas elektrotranspor...",http://ct.moreover.com/?a=56510434692&p=1lk&v=1&x=qKuojmM93C2hW6Rw2WyhNA,NOT AVAILABLE,86.1,3444.0,Latvia
4/16/2025,,Delfi Latvia,Rīgas dome atpirks zemes gabalus pie Rīgas lidostas un nodos tos valstij,"aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi ietilpst Lietuvā reģistrētajā holdingā ""ME Holding NT"".

Tādējādi tik...",https://www.delfi.lv/193/politics/120069194/rigas-dome-atpirks-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij,NOT AVAILABLE,26902.8,1076112.0,Latvia
4/16/2025,,Delfi Latvia,Рижская дума выкупит несколько земельных участков возле аэропорта и передаст их государству,"...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером Sirin Development предприятие Cella Investment 3. Оба этих предприятия входят в зарегистрированный в Литве холдинг ME Holdin...",http://ct.moreover.com/?a=56509569178&p=1lk&v=1&x=5pzCi8I9RjKMRNlljElBFQ,POSITIVE,26902.8,1076112.0,Latvia
4/16/2025,,Telegraf,Рижская дума выкупит у инвестора земельные участки у Рижского аэропорта и передаст их государству,"...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером ""Sirin Development"" предприятие ООО ""Cella Investment 3"". Оба этих предприятия входят в зарегистрированный в Литве холдинг ""...",https://telegraf.lv/vse-novosti/item/9180443-rizhskaya-duma-vykupit-u-investora-zemelnye-uchastki-u-rizhskogo-aeroporta-i-peredast-ikh-gosudarstvu,POSITIVE,101.55,4062.0,Latvia
4/16/2025,,LSM.lv,Рига выкупит и передаст государству «скандальную» землю у аэропорта — дума,"...часть из 22 участков, которые в апреле 2022-го были проданы на аукционе и достались в итоге фирме Cella investment 3, связанной с Sirin Development и, соответственно, с зарегистрированным в Литве холдингом ME Holding NT.

Утверждается, что за счет ут...",http://ct.moreover.com/?a=56509522482&p=1lk&v=1&x=lIKgKvaRSII2Lv60vTrOuQ,NEUTRAL,785.85,31434.0,Latvia
4/16/2025,bb.lv,BB News,Рижская дума передумала: город выкупит проданные куски земли вокруг Рижского аэропорта,"...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером ""Sirin Development"" предприятие ООО ""Cella Investment 3"". Оба этих предприятия входят в зарегистрированный в Литве холдинг ""...",http://ct.moreover.com/?a=56509510045&p=1lk&v=1&x=tVVqMaiN565rErBiTYYiqQ,POSITIVE,7787.5,311500.0,Latvia
4/16/2025,Ольга Авдевич,Mixnews.lv,Рижская Дума за 2 млн евро выкупает у литовцев спорные земли вокруг аэропорта «Rīga»,"...на аукционе 14 апреля 2022 года. За 5,7 миллиона евро их приобрела компания SIA «Cella investment 3», связанная с девелопером «Sirin Development».

Обе эти компании входят в холдинговую компанию «ME Holding NT», зарегистрированную в Литве.

Это позво...",https://mixnews.lv/latviya/2025/04/16/rizhskaya-duma-za-2-mln-evro-vykupaet-u-litovtsev-spornye-zemli-vokrug-aeroporta-riga/,POSITIVE,50288.08,2011523.0,Latvia
4/16/2025,rus.tvnet.lv / LETA,Valgamaalane,Рижская дума выкупит земельные участки у аэропорта; они будут переданы государству,"...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером Sirin Development предприятие Cella Investment 3. Оба этих предприятия входят в зарегистрированный в Литве холдинг ME Holdin...",http://ct.moreover.com/?a=56509438056&p=1lk&v=1&x=IShB2rds-NpDbPDPhPi1NQ,POSITIVE,29.68,1187.0,Estonia
4/16/2025,Ieva Raiskuma,TVNET,Рижская дума выкупит земельные участки у аэропорта; они будут переданы государству,"...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером Sirin Development предприятие Cella Investment 3. Оба этих предприятия входят в зарегистрированный в Литве холдинг ME Holdin...",https://rus.tvnet.lv/8231686/rizhskaya-duma-vykupit-zemelnye-uchastki-u-aeroporta-oni-budut-peredany-gosudarstvu,POSITIVE,20507.25,820290.0,Latvia
4/16/2025,,Press LV,Рижская дума выкупит у инвестора земельные участки у Рижского аэропорта и передаст их государству,"...Рижского аэропорта, которые 14 апреля 2022 года были проданы с аукциона. За 5,7 млн евро их приобрело связанное с девелопером ""Sirin Development"" предприятие ООО ""Cella Investment 3"". Оба этих предприятия входят в зарегистрированный в Литве холдинг ""...",http://ct.moreover.com/?a=56509387585&p=1lk&v=1&x=ak8V6YdbgLuq_L-tv7LOng,NOT AVAILABLE,,,Latvia
4/16/2025,,Aprinkis.lv - Sabiedrība,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi",https://www.aprinkis.lv/index.php/sabiedriba/pasvaldibas/60581-rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij,NOT AVAILABLE,,,Latvia
4/16/2025,Meta Time,Baltic News Network,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju “Sirin Development” saistītais uzņēmums SIA “Cella investment 3”. Abi šie uzņēmumi",https://bnn.lv/rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij-57065,NOT AVAILABLE,359.93,14397.0,Latvia
4/16/2025,,Liepajniekiem.lv,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju “Sirin Development” saistītais uzņēmums SIA “Cella investment 3”. Abi šie uzņēmumi",https://www.liepajniekiem.lv/zinas/sabiedriba/latvija/rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij/,NOT AVAILABLE,2405.63,96225.0,Latvia
4/16/2025,,Neatkarīgā Rīta Avīze,"Rīgas dome par 2,3 miljoniem eiro atpirks no investora zemes gabalus pie Rīgas lidostas","Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi",https://nra.lv/latvija/riga/488733-rigas-dome-par-2-3-miljoniem-eiro-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas.htm,NOT AVAILABLE,9961.03,398441.0,Latvia
4/16/2025,,Diena,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi",https://www.diena.lv/raksts/latvija/riga/rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij-14334640,NOT AVAILABLE,2236.45,89458.0,Latvia
4/16/2025,,Dienas Bizness,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi",http://ct.moreover.com/?a=56509124833&p=1lk&v=1&x=vLLFo1uJtAbDE9KQHjGC9A,NOT AVAILABLE,1830.95,73238.0,Latvia
4/16/2025,Раиса Блуменфелде,TVNET,Rīgas dome atpirks zemes gabalus pie Rīgas lidostas; tie tiks nodoti valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi",https://www.tvnet.lv/8231652/rigas-dome-atpirks-zemes-gabalus-pie-rigas-lidostas-tie-tiks-nodoti-valstij,NOT AVAILABLE,20507.25,820290.0,Latvia
4/16/2025,,Apollo.lv,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi",http://ct.moreover.com/?a=56509115700&p=1lk&v=1&x=iPkgmoPWfVrc6jUH9EwR-Q,NOT AVAILABLE,9197.77,367911.0,Latvia
4/16/2025,,LSM.lv,Rīgas dome atpirks no investora zemes gabalus pie Rīgas lidostas un nodos tos valstij,"aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju ""Sirin Development"" saistītais uzņēmums SIA ""Cella investment 3"". Abi šie uzņēmumi ietilpst Lietuvā reģistrētajā holdingā ""ME Holding NT"".

Tādējādi tik...",https://www.lsm.lv/raksts/zinas/ekonomika/16.04.2025-rigas-dome-atpirks-no-investora-zemes-gabalus-pie-rigas-lidostas-un-nodos-tos-valstij.a595798/,NOT AVAILABLE,785.85,31434.0,Latvia
4/16/2025,,TV6 Skaties,Latvijā Rīgas dome no investora atpirks zemes gabalus pie lidostas un nodos tos valstij,"Tie ir daļa no 22 zemesgabaliem pie Rīgas lidostas, kuri 2022.gada 14.aprīlī tika pārdoti izsolē. Tos par 5,7 miljoniem eiro iegādājās ar nekustamo īpašumu attīstītāju “Sirin Development” saistītais uzņēmums SIA “Cella investment 3”. Abi šie uzņēmumi",http://ct.moreover.com/?a=56509059463&p=1lk&v=1&x=O7QIybDiEwwhcpKRFoIU5A,NOT AVAILABLE,,,Latvia
4/16/2025,Tõnu TrammLogistikauudised.ee juht,Kinnisvarauudised.ee,Sirin Developmenti Eesti suurim arendus ehitatakse Vaelasse,"Sirin Development plaanib Vaelasse rajada kuni 130 000 ruutmeetri suuruse logistikapargi.
Foto: Sirin Development

„Eestil on strateegiliselt oluline asukoht, mis teeb temast olulise osa Balti regioonis toimuvatest logistikaprotsessidest. Usume, et E...",http://ct.moreover.com/?a=56505646844&p=1lk&v=1&x=kar68rQZpin7TemdpXIjGg,NOT AVAILABLE,,,Estonia
4/15/2025,Vaigha Varghese,Tron Weekly News,Best Crypto Presales – 3 New Crypto Projects with Massive Potential,"Crypto influencers like Sirin Erdem are already discussing SUBBD’s prospects on X. If the team can keep up this early momentum, SUBBD might be another one of the best crypto presales to invest in.

Visit SUBBD Presale",http://ct.moreover.com/?a=56499700307&p=1pe&v=1&x=SKMuFRs9XVUPnHLxhcE23g,POSITIVE,15492.0,619680.0,Estonia
4/15/2025,Delfi Bizness,Delfi Latvia,"""Venipak"" atvēris savu lielāko loģistikas termināli Baltijā","Jaunā termināļa projektu izstrādāja ""Sirin Development"". Objekts izbūvēts atbilstoši A++ energoefektivitātes standartiem un apvieno gan sūtījumu šķirošanas operācijas, gan administratīvās telpas. Teritorijā ierīkotās uzlādes stacijas elektrotransport...",https://www.delfi.lv/bizness/37264250/biznesa_vide/120068984/venipak-atveris-savu-lielako-logistikas-terminali-baltija,NOT AVAILABLE,26902.8,1076112.0,Latvia
4/15/2025,,The Baltic Times,"Venipak opens its largest logistics terminal in the Baltics, located in Kaunas","The new terminal project was developed by ""Sirin Development"". The facility, built to A++ energy efficiency standards, houses both parcel sorting operations and administrative offices. The site includes electric vehicle charging stations and signific...",https://www.baltictimes.com/venipak_opens_its_largest_logistics_terminal_in_the_baltics__located_in_kaunas/,POSITIVE,696.1,27844.0,Estonia
4/15/2025,,Etaplius,Naujame „Sirin Development“ logistikos terminale Kaune įsikūrė „Venipak“,"Naujame „Venipak“ Kauno terminale dirba apie 250 darbuotojų.

„Sirin Development“ komentare BNS nurodė, jog „Venipak“ užima beveik pusę naujojo terminalo Kaune patalpų, kitoje dalyje veikia keli smulkesni nuomininkai, taip pat derimasi dėl likusio la...",https://www.etaplius.lt/naujiena/naujame-sirin-development-logistikos-terminale-kaune-isikure-venipak-356275,NOT AVAILABLE,,,Lithuania
4/15/2025,,Alfa.lt,Naujame „Sirin Development“ logistikos terminale Kaune įsikūrė „Venipak“,"Naujame „Venipak“ Kauno terminale dirba apie 250 darbuotojų.

„Sirin Development“ komentare BNS nurodė, jog „Venipak“ užima beveik pusę naujojo terminalo Kaune patalpų, kitoje dalyje veikia keli smulkesni nuomininkai, taip pat derimasi dėl likusio la...",http://ct.moreover.com/?a=56498151415&p=1lk&v=1&x=dALP9LXjtWZgoLe_ILFjNg,NOT AVAILABLE,6235.05,249402.0,Lithuania
