Published Date,Author,Outlet,Headline,Contextual Snippet,URL,Sentiment,AVE(USD),Impressions,Country
2/12/2025,,Adaur.ee - Uudiste arhiiv,Merko: Construction contract in Estonia (Tallinn Hobby Centre Kullo),"...complex, Tallinn) On 8 February 2021, AS Merko Ehitus Eesti, part of AS Merko Ehitus group, and OÜ Tiigiveski Arendus, part of AS Kapitel group, h

05.08.2021 Merko Ehitus: 2021 6 months and II quarter consolidated unaudited interim report

Second-qu...",https://www.adaur.ee/merko-construction-contract-in-estonia-tallinn-hobby-centre-kullo/,POSITIVE,0.0,,Estonia
1/16/2025,kinnisvarauudised.ee,Kinnisvarauudised.ee,Estateguru juht ennustab investorite aktiivsuse kasvu,"27.11.24, 15:14
Kapitel avas 160-miljonilise Arteri kvartali

Tänasest on Tallinna kesklinnas avatud Arteri kvartal, kus on kokku 44 000 m² üüripinda ning mille koguinvesteering on üle 160 miljoni euro. Kvartali arhitekt on Martin Aunin, sisearhitekt",http://ct.moreover.com/?a=55788282386&p=1lk&v=1&x=aYbo8lN6AeS1EvV2vyv-nQ,NOT AVAILABLE,,,Estonia
1/14/2025,,Adaur.ee - Esileht,Kaamos: Kaamos sisenes Läti ärikinnisvaraturule Veho Mercedes-Benzi keskusega,"Hoolimata ehitusturu väljakutsetest püsib Eesti üks suurimaid ehitusprojekte ajagraafikus ning valm

21.10.2022 Kapitel: Arter kvartali korterhotelli hakkab opereerima rahvusvaheline majutusettevõte Bob W

Tallinna kesklinna kerkiva Arter kvartali 9-...",https://www.adaur.ee/kaamos-kaamos-sisenes-lati-arikinnisvaraturule-veho-mercedes-benzi-keskusega/,NOT AVAILABLE,,,Estonia
1/6/2025,kinnisvarauudised.ee,Kinnisvarauudised.ee,Kapitel sai Arterisse rentnikuks olulise advokaadibüroo,,http://ct.moreover.com/?a=55708517620&p=1lk&v=1&x=o8y6o71QDlCUtkCMjBfmLg,NOT AVAILABLE,,,Estonia
6/18/2025,,Adaur.ee - Uudiste arhiiv,Maailmas ainulaadse kontseptsiooniga Eedu haridus- ja ettevõtluslinnak sai nurgakivi,"Savisaar soovis Tartu maantee ja Pronksi tänava nurgale rajatava Novira Plaza esind

10.06.2025 Kapitel: Arteri kvartal on Baltimaade parim bürooarendus

Arteri kvartal pälvis Baltic Real Estate Awards 2025 konkursil parima büroo- ja ärikinnisvaraare...",https://www.adaur.ee/maailmas-ainulaadse-kontseptsiooniga-eedu-haridus-ja-ettevotluslinnak-sai-nurgakivi/,NOT AVAILABLE,,,Estonia
6/16/2025,Hiteh Autoteenindus Oü,Kaitseministeerium - Uudised,Tunnustuse „Riigikaitsjate toetaja“ 2025 pälvinud tööandjad,"...ShareCloud OÜ

Rooma Katoliku Kirik Peeter Pauli kogudus Tallinnas

Compensa Life Vienna Insurance Group SE

OÜ HT Laevateenindus

Kapitel AS

Schöttli Keskkonnatehnika AS

Pinest AS

HML Project Management

Firgus OÜ

Heat3 oü

Iron Baltic OÜ

Nordi...",https://www.kaitseministeerium.ee/et/uudised/tunnustuse-riigikaitsjate-toetaja-2025-palvinud-tooandjad,NOT AVAILABLE,,,Estonia
6/12/2025,,Adaur.ee - Uudiste arhiiv,Tallinn: Linnaruumifestival keskendub tänavu linnaruumi kasutamise potentsiaalile,"...energiatõhusa ehituse LEED Gold sertifikaat. „Eesmärk oli viia Tallinna äripindade ehituskultuur uuele tasemele ─ ühendasim

16.11.2023 Kapitel: Kapitel käivitas mereäärsete Kalasadama kinnistute arhitektuurivõistluse

Kapitel kuulutas välja avatud a...",https://www.adaur.ee/tallinn-linnaruumifestival-keskendub-tanavu-linnaruumi-kasutamise-potentsiaalile/,NOT AVAILABLE,,,Estonia
6/11/2025,kinnisvarauudised.ee,Kinnisvarauudised.ee,Arteri kvartal sai Baltikumi parimaks,", 06:45
Kapitel loob 5-minuti linna ja muudab linnaruumi

Arteri kvartali arendusperiood on jäänud turbulentsesse aega nii ehitushindade kasvu, üldise hinnatõusu kui ka majanduskeskkonna väljavaadete ebastabiilsuse poolest, nendib Kinnisvarauudistele",http://ct.moreover.com/?a=56955967123&p=1lk&v=1&x=UlMLryvdBGGVKYTCMIQY2Q,NOT AVAILABLE,,,Estonia
6/10/2025,,Ehitaja,Arteri kvartal sai Baltikumi parimaks,"Kapitel investeerib Elemental Business Centre büroohoonete arendusse Riias üle 60 miljoni euro. Ettevõte sõlmis ehituse finantseerimiseks 35 miljoni euro suuruse laenulepingu Swedbank Lätiga ning üürilepingutega on kaetud pea pool pinnast.

Erinevate...",https://www.ehitusuudised.ee/uudised/2025/06/11/arteri-kvartal-sai-baltikumi-parimaks,NOT AVAILABLE,245.65,9826.0,Estonia
6/10/2025,,Adaur.ee - Uudiste arhiiv,Kapitel: Arteri kvartal on Baltimaade parim bürooarendus,"Hoolimata ehitusturu väljakutsetest püsib Eesti üks suurimaid ehitusprojekte ajagraafikus ning valm

27.06.2024 Kapitel: Rahva Raamat avab aasta lõpus Arteri kvartalis uudse kontseptsiooniga kaupluse

Rahva Raamat avab aasta lõpus Arteri kvartali aat...",https://www.adaur.ee/kapitel-arteri-kvartal-on-baltimaade-parim-burooarendus/,NOT AVAILABLE,,,Estonia
7/31/2025,,Ärigeenius,Hoonele LEED või BREEAM rohesertifikaat: mis on täpsemalt nende erinevus?,"Näiteks on kinnisvaraarendaja Kapitel üks teenäitajatest, kes on otsustanud kõik oma uued hooned arendanud vastavalt BREEAM rohesertifikaadi vähemalt tasemele „Very Good“.

Mis vahe on täpsemalt nendel kahel sertifikaadil? Foruse kinnisvara jätkusuut...",https://ari.geenius.ee/blogi/kinnisvara-abc/hoonele-leed-voi-breeam-rohesertifikaat-mis-on-tapsemalt-nende-erinevus/,NOT AVAILABLE,607.48,24299.0,Estonia
7/29/2025,,Adaur.ee - Uudiste arhiiv,Merko: Construction contract in Estonia– hotel and event-centre in Pärnu,"...complex, Tallinn) On 8 February 2021, AS Merko Ehitus Eesti, part of AS Merko Ehitus group, and OÜ Tiigiveski Arendus, part of AS Kapitel group, h

21.02.2022 Merko Ehitus: Construction contract in Estonia (Liivalaia quarter in Tallinn)

On 18 Februa...",https://www.adaur.ee/merko-construction-contract-in-estonia-hotel-and-event-centre-in-parnu/,POSITIVE,,,Estonia
7/18/2025,,Adaur.ee - Uudiste arhiiv,Liven: Start of construction of the first homes in phase II of the Luuslangi project,"Neljakorruseliste eluhoonete ehitustö�

08.01.2018 Kapitel: Juhkentali kvartali arhitektuurivõistluse võitis Arhitekt Martin Aunini töö „Lightpark“

Kinnisvaraettevõte Kapitel, senine E.L.L. Kinnisvara, viis läbi rahvusvahelise kutsutud osalejatega a...",https://www.adaur.ee/liven-start-of-construction-of-the-first-homes-in-phase-ii-of-the-luuslangi-project/,NEUTRAL,,,Estonia
08/11/2025,,Adaur.ee - Uudiste arhiiv,Tallinn: Tallinn tutvustab Narva maantee rattateede projekteerimistingimusi,"Kauaigatsetud tee on nüüd enne ehitust mõnede arvates liiga suur, liiga mere ääres, 14.08.2018 Kapitel korraldab võistluse Liivalaia kvartali sisearhitektuurse lahenduse leidmiseks

Kapitel on käivitanud kutsutud osalejatega võistluse eesmärgiga leid...",https://www.adaur.ee/tallinn-tallinn-tutvustab-narva-maantee-rattateede-projekteerimistingimusi/,NOT AVAILABLE,,,Estonia
08/25/2025,,Adaur.ee - Esileht,Luminor rahastab Kotka Tervisemaja laienemist,"Seonduvad uudised

27.04.2023 Kapitel: Kapitel investeerib Riia bürooarendusse üle 60 miljoni euro, värskeim üürnik on Primend

Kapitel investeerib Elemental Business Centre büroohoonete arendusse Riias üle 60 miljoni euro. Ettevõte sõlmis ehituse fi...",https://www.adaur.ee/luminor-rahastab-kotka-tervisemaja-laienemist/,NOT AVAILABLE,,,Estonia
2025-10-31 00:00:00,Mykhailo Sapiton,investinestonia.com,Estonian energy startup LynxPower secures €550K investment — Invest in Estonia,"LynxPower has already attracted notable Estonian clients, including AS Kapitel, Nordecon, Südamekodud, and Krulli Kvartal. Now this vision will go global. “Our mission is to make intelligent energy use a new competitive advantage for every organisation,” the company stated in their announcement.",https://investinestonia.com/estonian-energy-startup-lynxpower-secures-e550k-investment/,Positive,259.86,28093.0,Estonia
2025-10-29 00:00:00,Aivar Pau,Estonian Public Broadcasting,Otse laupäeval kell 17: auhinnagalal selguvad Eesti parimaid ettevõtteid,"Aasta konkurentsivõimelisim teenindusettevõte Kapitel on Baltimaade üks suurimaid kinnisvaraettevõtteid. Ettevõte arendab ja haldab pika vaatega äri- ja kaubanduskinnisvara.

Ühtlasi autasustatakse konkursi ""Tunnusta ettevõtluse edendajat"" parimaid.",https://www.err.ee/1609842399/otse-laupaeval-kell-17-auhinnagalal-selguvad-eesti-parimaid-ettevotteid,,1487.91,160855.0,Estonia
2025-10-22 00:00:00,Delfi Ärileht,Ärileht,Tippettevõtjate valem majanduskasvuks: julgus ja ambitsioon ujuda vastuvoolu,"„Julge eristumine toob tulemused.“

 

Kinnisvaraarendaja Kapitel juhatuse esimees Taavi Ojala rõhutab kasutamata võimalusena seda, et meil on vaja luua paremad ühendused nii välisriikidega kui ka siseriiklikult.",https://arileht.delfi.ee/artikkel/120412126/tippettevotjate-valem-majanduskasvuks-julgus-ja-ambitsioon-ujuda-vastuvoolu,,2742.2,296454.0,Estonia
2025-10-14 00:00:00,,Äripäev,“Excelis nägi see kohutav välja.” Suurarendaja ohverdas kvaliteedi nimel kaks korrust,"Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.

Kapiteli juht Taavo Ojala toob Arteri kvartali juures välja teadlikult kallimad ja kvaliteetsemad lahendused. Arendus läks tervikuna maksma 160 miljonit eurot.",https://www.aripaev.ee/saated/2025/10/14/excelis-nagi-see-kohutav-valja-suurarendaja-ohverdas-kvaliteedi-nimel-kaks-korrust,,1857.39,200799.0,Estonia
2025-10-14 00:00:00,,Äripäev,„Excelis nägi see kohutav välja“. Suurarendaja ohverdas kvaliteedi nimel kaks korrust,Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.,https://www.aripaev.ee/raadio/episood/eetris-on-ehitusuudised-141025,,1857.39,200799.0,Estonia
2025-10-14 00:00:00,,ehitusuudised.ee,“Excelis nägi see kohutav välja.” Suurarendaja ohverdas kvaliteedi nimel kaks korrust,"Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.

Kapiteli juht Taavo Ojala toob Arteri kvartali juures välja teadlikult kallimad ja kvaliteetsemad lahendused. Arendus läks tervikuna maksma 160 miljonit eurot.",https://www.ehitusuudised.ee/saated/2025/10/14/excelis-nagi-see-kohutav-valja-suurarendaja-ohverdas-kvaliteedi-nimel-kaks-korrust,,53.66,5801.0,Estonia
2025-10-14 00:00:00,,ehitusuudised.ee,„Excelis nägi see kohutav välja“. Suurarendaja ohverdas kvaliteedi nimel kaks korrust,Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.,https://www.ehitusuudised.ee/raadio/episood/eetris-on-ehitusuudised-141025,,53.66,5801.0,Estonia
2025-10-13 00:00:00,Delfi RUS,DELFI Estonia,Таллинн отметил лучшие достижения года в области предпринимательства,"Проект года в области развития 2025: квартал Arter, компания AS Kapitel.

Расположенный в самом центре Таллинна квартал Arter представляет собой современную деловую и жилую среду, где работают 29 компаний с общим числом сотрудников около 2500 человек.",https://rus.delfi.ee/statja/120409812/tallinn-otmetil-luchshie-dostizheniya-goda-v-oblasti-predprinimatelstva,,12325.26,1332460.0,Estonia
2025-10-11 00:00:00,Delfi Ärileht,Ärileht,Eesti kinnisvaratipud tegid ajalugu,"Kapitel lähtub põhimõttest, et pikaajaline strateegia loob kõige tugevama aluse. „Meie konkurentsieelis peitub kvaliteedis ja kestvate lahenduste tegemises. Me ei arenda projekte, et need kiiresti edasi müüa, vaid jääme neid ise juhtima,“ rõhutab Ojala.",https://arileht.delfi.ee/artikkel/120409538/eesti-kinnisvaratipud-tegid-ajalugu,,2742.2,296454.0,Estonia
2025-10-11 00:00:00,Aivar Pau,новости ERR,Банк Эстонии предостерег от быстрого роста кредитования коммерческой недвижимости,"Существует давление в сторону сокращения сдаваемых в аренду площадей"", - сказал менеджер по недвижимости компании Kapitel Андрей Кокк.

""Если говорить о вакантных коммерческих площадях, то в центре Таллинна их около 12%, и они распределяются по-разному между зданиями разного возраста.",https://rus.err.ee/1609826622/bank-jestonii-predostereg-ot-bystrogo-rosta-kreditovanija-kommercheskoj-nedvizhimosti,,3437.74,371648.0,Estonia
2025-10-07 00:00:00,,DELFI Estonia,Инженерный подвиг и 3500 человек: история создания офисного квартала Arter в Таллинне,"„Квартал Arter — это самый сложный и крупнейший по инвестициям проект развития в истории Kapitel. Строительство зданий длилось около 4,5 лет — это дольше, чем олимпийский цикл, и по совместным усилиям сопоставимо с достижением высшего спортивного результата.",https://dekor.delfi.ee/statja/120408362/inzhenernyy-podvig-i-3500-chelovek-istoriya-sozdaniya-ofisnogo-kvartala-arter-v-tallinne,,12325.26,1332460.0,Estonia
2025-10-06 00:00:00,,Kinnisvarauudised.ee,Kapitel sai Arteri lõplikult valmis - kulus 160 miljonit eurot,"Kvartali arhitekt on Martin Aunin, sisearhitektuuri on loonud Arhitekt11 ja ArtAku Sisearhitektuuribüroo. Kogu kvartali ehituse peatöövõtja oli Merko Ehitus Eesti. Arteri kvartal on esimene büroohoonekompleks Eestis, millele on väljastatud rahvusvaheline BREEAM New Construction Excellent jätkusuutlikkuse sertifikaat.",https://www.kinnisvarauudised.ee/uudised/2025/10/06/kapitel-sai-arteri-loplikult-valmis-kulus-160-miljonit-eurot,,36.02,3894.0,Estonia
2025-10-06 00:00:00,,ehitusuudised.ee,Kapitel sai Arteri lõplikult valmis - kulus 160 miljonit eurot ja üle nelja aastat,"Pärast nelja ja poole aasta pikkust ehitusperioodi valmis Tallinna südalinnas Kapiteli ajaloo keerukaim arendusprojekt Arteri kvartal, kus töötab igapäevaselt ligi 3000 inimest. Arteri kvartal on esimene büroohoonekompleks Eestis, millele on väljastatud rahvusvaheline BREEAM New Construction Excellent jätkusuutlikkuse sertifikaat. Foto: Siim KingisseppKvartali arhitekt on Martin Aunin, sisearhitektuuri on loonud Arhitekt11 ja ArtAku Sisearhitektuuribüroo.",https://www.ehitusuudised.ee/uudised/2025/10/06/kapitel-sai-arteri-loplikult-valmis-kulus-160-miljonit-eurot-ja-ule-nelja-aastat,,53.66,5801.0,Estonia
2025-11-30 00:00:00,,Äripäev,"Nädala äriuudised: Eesti parimad firmad, tuntud ärimehe võlad ja korrektsioon turgudel","Foto: Liis Treimann

Tänavuse edukate ettevõtete TOP 1000 edetabeli võitis kinnisvaras tegutsev Kapitel AS. Ettevõtte suurimat aktsiapakki hoiab Toomas Annus ligikaudu 21 protsendiga.",https://www.aripaev.ee/uudised/2025/11/30/nadala-ariuudised-eesti-parimad-firmad-tuntud-arimehe-volad-ja-korrektsioon-turgudel,,2208.19,238723.0,Estonia
2025-11-27 00:00:00,,Äripäev,Kõige edukamate äride omaniku valem: kõva annus tööd ja plaanimist,"Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.

ST

27.11.25, 09:00

Kuidas kohaneda põlvkondade erinevate ootustega, hoida inimesi vaimselt tugevana ja lubada neil olla päriselt nemad ise?",https://www.aripaev.ee/uudised/2025/11/28/koige-edukamate-aride-omaniku-valem-kova-annus-tood-ja-plaanimist,,2208.19,238723.0,Estonia
2025-11-24 00:00:00,,Äripäev,Jätkusuutliku kinnisvara sertifitseerimine annab konkurentsieelise,"Foto: Siim Kingisepp, Kapitel AS

Üks levinumaid ja mõjukamaid kestliku kinnisvara hindamise süsteeme on rahvusvaheliselt tunnustatud BREEAM-sertifikaat, mis annab arendajatele ja investoritele kindluse, et hoone vastab energiatõhususe, keskkonnamõju ja kasutajamugavuse rahvusvahelistele nõuetele.",https://www.aripaev.ee/sisuturundus/2025/11/24/jatkusuutliku-kinnisvara-sertifitseerimine-annab-konkurentsieelise,,2208.19,238723.0,Estonia
2025-11-10 00:00:00,Margus Vahter,kantaremor.ee,Merit Kullasepp: kinnisvaraturundus on muutunud kohati väga emotsionaalseks,"Külas on Merko ja Kapitel Grupi turundus- ja kommunikatsioonijuht Merit Kullasepp.

“Kinnisvaraturundus on muutunud kohati väga emotsionaalseks,” ütles Kullasepp. Tema sõnul on turundajate eesmärk sageli inspireerida ning rõhutada luksust ja elegantsust.",https://www.kantaremor.ee/blogi/merit-kullasepp/,,,,Estonia
2025-11-10 00:00:00,,ehitusuudised.ee,Krulli kvartali esimesed kortermajad valmivad koostöös Merkoga,"Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.

ST

02.10.25, 14:04

Jätkusuutlikkus ja rohelisus ei ole enam ammu nišiteema, vaid eeldus, et tootmis- ja ehitusettevõte saaks üldse rahvusvahelisel turul kaasa rääkida.",https://www.ehitusuudised.ee/uudised/2025/11/10/krulli-kvartali-esimesed-kortermajad-valmivad-koostoos-merkoga,,81.6,8822.0,Estonia
2025-11-06 00:00:00,,Äripäev,"Merko kaotas kasumist 45%, aga näeb häid märke","Kallima lahenduse pealt loodab Kapitel pikaaegse omanikuna hiljem kasu lõigata.

16.09.25, 10:13

Börsiettevõte Merko Ehitus käivitas Riias ühe oma elamuprojekti kolmanda etapi, mille tulemusena valmib järgmise aasta lõpuks 53 korteriga hoone.",https://www.aripaev.ee/borsiuudised/2025/11/06/merko-kaotas-kasumist-45-aga-naeb-haid-marke,,2208.19,238723.0,Estonia
2025-11-04 00:00:00,Mykhailo Sapiton,investinestonia.com,Tech Group named Estonia’s Company of the Year 2025 — Invest in Estonia,"LHV Pank claimed the top spot among financial intermediaries, Kapitel won in both real estate and overall commercial services, and Tornator Eesti led agriculture, forestry, and fisheries.",https://investinestonia.com/tech-group-named-estonias-company-of-the-year-2025/,Positive,285.2,30832.0,Estonia
2025-11-01 00:00:00,Aivar Pau,новости ERR,Предприятием года признали технологическую компанию Tech Group,"Помимо Tech Group, на титул ""предприятие года"" также претендовали Tiksoja Puidugrupp, Pactum AI, Akzo Nobel Baltics, Elamus Spa, Pro Optika, Foxway, LTH-Baas, Tavid и Kapitel.

Молодым предпринимателем года был признан владелец K-Print Райт Ребане.",https://rus.err.ee/1609845483/predprijatiem-goda-priznali-tehnologicheskuju-kompaniju-tech-group,,3832.0,414270.0,Estonia
